,FIPS,state2,cdid116,inputstate,birthyr,cces.year,countyfips,dem,educ,educ.int,gender,hispanic,ideo5,newsint,partydefender,perceive_extreme,perceive_extreme_very,party,pid,pid3,pid7,polint,progressive,race,reformer,reformer_local,rep,RCO321,RCO321_a,RCO321_dk,RCO321_dm,RCO321_na,RCO321_np,RCO321_p,RCO321_pref,RCO322,RCO322_a,RCO322_dk,RCO322_dm,RCO322_na,RCO322_np,RCO322_p,RCO322_pref,RCO323,RCO323_a,RCO323_dk,RCO323_dm,RCO323_na,RCO323_np,RCO323_p,RCO323_pref,RCO324,RCO324_a,RCO324_dk,RCO324_dm,RCO324_na,RCO324_np,RCO324_p,RCO324_pref,RCO325,RCO325_a,RCO325_dk,RCO325_dm,RCO325_na,RCO325_np,RCO325_p,RCO325_pref,RCO326,RCO326_a,RCO326_dk,RCO326_dm,RCO326_na,RCO326_np,RCO326_p,RCO326_pref,RCO327,RCO327_a,RCO327_dk,RCO327_dm,RCO327_na,RCO327_np,RCO327_p,RCO327_pref,states_p_sb,states_p_sheriff,states_p_da,states_a_da,X2018_GovFlip,X2018_LegFlip,X2018_SenFlip,X2018_HouseFlip,X2018Pre_RepubGovControl,X2018Pre_DemTriControl,X2018Pre_RepTriControl,biden2020,trump2020,state,state_po,county,avg_d_voteshare2party,avg_r_voteshare2party,Pres_Vote
1667,48029,TX,23,Texas,1970,2018,48029,0,Some college,2,Female,No,Moderate,Most of the time,7,0,0,Ind,Republican,Independent,Lean Republican,4,0,White,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.5,50.3,Texas,TX,Bexar,57.07442448,42.92557552,Lean Democrat
1669,48029,TX,20,Texas,1997,2018,48029,1,Some college,2,Female,No,Very liberal,Some of the time,2,1,1,Dem,Democrat,Democrat,Strong Democrat,3,1,Hispanic,5,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,63.7,34.7,Texas,TX,Bexar,57.07442448,42.92557552,Lean Democrat
1670,48029,TX,20,Texas,1994,2020,48029,1,High school graduate,1,Female,NA,Not sure,Some of the time,1,0,0,Dem,Democrat,Democrat,Strong Democrat,3,0,Hispanic,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,I'm not sure,0,1,0,1,0,0,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,63.7,34.7,Texas,TX,Bexar,57.07442448,42.92557552,Lean Democrat
1672,48029,TX,23,Texas,1987,2018,48029,1,High school graduate,1,Female,No,Liberal,Don't know,0,0,0,Dem,Democrat,Democrat,Strong Democrat,NA,0,Hispanic,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.5,50.3,Texas,TX,Bexar,57.07442448,42.92557552,Lean Democrat
1673,48039,TX,14,Texas,1974,2020,48039,1,High school graduate,1,Female,No,Liberal,Most of the time,2,1,0,Dem,Democrat,Democrat,Strong Democrat,4,1,White,5,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,39.6,59,Texas,TX,Brazoria,37.24426895,62.75573105,Lean Republican
1674,48039,TX,22,Texas,1988,2018,48039,0,2-year,3,Female,No,Very conservative,Some of the time,0,1,1,Rep,Republican,Republican,Strong Republican,3,0,White,0,0,1,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.9,49.8,Texas,TX,Brazoria,37.24426895,62.75573105,Lean Republican
1677,48057,TX,27,Texas,1937,2018,48057,0,Some college,2,Male,No,Conservative,Most of the time,6,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,37.5,61.2,Texas,TX,Calhoun,31.34991119,68.65008881,Solid Republican
1678,48061,TX,34,Texas,1989,2018,48061,1,2-year,3,Female,No,Liberal,Only now and then,7,1,1,Dem,Democrat,Democrat,Not very strong Democrat,2,0,Hispanic,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,51.5,47.5,Texas,TX,Cameron,66.83844544,33.16155456,Solid Democrat
1679,48061,TX,34,Texas,1993,2018,48061,1,Some college,2,Male,No,Moderate,Some of the time,2,0,0,Dem,Democrat,Democrat,Strong Democrat,3,0,Hispanic,5,4,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,51.5,47.5,Texas,TX,Cameron,66.83844544,33.16155456,Solid Democrat
1680,48061,TX,34,Texas,1982,2018,48061,0,4-year,4,Male,No,Moderate,Some of the time,1,1,0,Rep,Republican,Republican,Not very strong Republican,3,0,Hispanic,6,5,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,51.5,47.5,Texas,TX,Cameron,66.83844544,33.16155456,Solid Democrat
1681,48061,TX,34,Texas,1994,2020,48061,1,High school graduate,1,Female,NA,Very liberal,Only now and then,4,1,0,Dem,Democrat,Democrat,Strong Democrat,2,0,Hispanic,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,51.5,47.5,Texas,TX,Cameron,66.83844544,33.16155456,Solid Democrat
1682,48073,TX,5,Texas,1957,2020,48073,0,High school graduate,1,Male,No,Conservative,Only now and then,0,1,1,Rep,Republican,Republican,Strong Republican,2,0,White,7,5,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,37.9,60.9,Texas,TX,Cherokee,21.16792775,78.83207225,Solid Republican
1683,48073,TX,5,Texas,1999,2018,48073,0,2-year,3,Female,No,Conservative,Only now and then,1,0,0,Rep,Republican,Republican,Strong Republican,2,0,Black,4,3,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,I don't think it matters,0,0,1,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I don't think it matters,0,0,1,1,0,0,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,37.9,60.9,Texas,TX,Cherokee,21.16792775,78.83207225,Solid Republican
1684,48085,TX,3,Texas,1992,2020,48085,0,4-year,4,Male,No,Moderate,Some of the time,2,1,1,Rep,Republican,Republican,Not very strong Republican,3,1,White,5,5,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.7,49.8,Texas,TX,Collin,41.16169747,58.83830253,Lean Republican
1685,48085,TX,3,Texas,1978,2018,48085,1,4-year,4,Female,No,Moderate,Some of the time,0,0,0,Dem,Democrat,Democrat,Strong Democrat,3,0,Black,0,0,0,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,I'm not sure,0,1,0,1,0,0,0,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.7,49.8,Texas,TX,Collin,41.16169747,58.83830253,Lean Republican
1686,48085,TX,3,Texas,1973,2018,48085,1,4-year,4,Female,No,Moderate,Some of the time,7,1,1,Dem,Democrat,Democrat,Strong Democrat,3,0,Black,0,0,0,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.7,49.8,Texas,TX,Collin,41.16169747,58.83830253,Lean Republican
1687,48085,TX,3,Texas,1978,2020,48085,1,Some college,2,Female,No,Liberal,Most of the time,0,1,1,Dem,Democrat,Democrat,Not very strong Democrat,4,0,White,6,4,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.7,49.8,Texas,TX,Collin,41.16169747,58.83830253,Lean Republican
1688,48085,TX,3,Texas,1931,2020,48085,0,4-year,4,Male,No,Very conservative,Most of the time,7,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.7,49.8,Texas,TX,Collin,41.16169747,58.83830253,Lean Republican
1689,48085,TX,3,Texas,1978,2020,48085,1,4-year,4,Female,No,Moderate,Most of the time,0,0,0,Dem,Democrat,Democrat,Strong Democrat,4,0,Black,7,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.7,49.8,Texas,TX,Collin,41.16169747,58.83830253,Lean Republican
1690,48085,TX,3,Texas,1988,2018,48085,0,High school graduate,1,Female,No,Very conservative,Some of the time,7,1,1,Rep,Republican,Republican,Strong Republican,3,0,Asian,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.7,49.8,Texas,TX,Collin,41.16169747,58.83830253,Lean Republican
1691,48085,TX,3,Texas,1976,2020,48085,0,2-year,3,Male,No,Very liberal,Most of the time,2,0,0,Ind,Democrat,Independent,Lean Democrat,4,1,White,5,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.7,49.8,Texas,TX,Collin,41.16169747,58.83830253,Lean Republican
1692,48091,TX,35,Texas,1949,2018,48091,0,4-year,4,Male,No,Conservative,Most of the time,4,0,0,Ind,Republican,Independent,Lean Republican,4,0,White,3,3,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,67.7,30.5,Texas,TX,Comal,23.98019335,76.01980665,Solid Republican
1693,48099,TX,25,Texas,1950,2018,48099,0,Some college,2,Male,No,Very conservative,Most of the time,6,0,0,Ind,Republican,Independent,Lean Republican,4,0,White,1,1,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,44.4,54,Texas,TX,Coryell,29.29030019,70.70969981,Solid Republican
1694,48113,TX,5,Texas,1977,2018,48113,0,Some college,2,Male,No,Liberal,Only now and then,0,1,0,Rep,Republican,Republican,Strong Republican,2,0,Black,0,0,1,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,37.9,60.9,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
1695,48113,TX,32,Texas,1969,2020,48113,1,Post-grad,5,Male,No,Liberal,Most of the time,1,1,0,Dem,Democrat,Democrat,Not very strong Democrat,4,0,White,5,4,0,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,54.4,44,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
1696,48113,TX,5,Texas,1998,2020,48113,0,4-year,4,Male,No,Moderate,Some of the time,0,0,0,Ind,Democrat,Independent,Lean Democrat,3,0,Asian,4,4,0,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,37.9,60.9,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
1697,48113,TX,32,Texas,1959,2018,48113,0,Some college,2,Female,No,Very conservative,Only now and then,7,1,1,Rep,Republican,Republican,Strong Republican,2,0,White,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,54.4,44,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
1698,48113,TX,32,Texas,1967,2018,48113,1,High school graduate,1,Female,No,Liberal,Some of the time,NA,0,0,Dem,Democrat,Democrat,Strong Democrat,3,0,Black,NA,NA,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,54.4,44,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
1699,48113,TX,24,Texas,1957,2020,48113,1,4-year,4,Male,No,Liberal,Most of the time,2,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,White,5,4,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,51.9,46.5,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
1700,48113,TX,33,Texas,1967,2020,48113,1,No HS,1,Female,No,Very liberal,Most of the time,4,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,White,3,3,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,73,25.6,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
1702,48113,TX,5,Texas,1963,2018,48113,0,High school graduate,1,Female,No,Not sure,Most of the time,2,0,0,Rep,Republican,Republican,Strong Republican,4,0,White,3,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,37.9,60.9,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
1703,48113,TX,5,Texas,1994,2020,48113,1,High school graduate,1,Female,No,Moderate,Only now and then,2,0,0,Dem,Democrat,Democrat,Not very strong Democrat,2,0,White,1,0,0,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,37.9,60.9,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
1705,48113,TX,32,Texas,1949,2018,48113,0,Some college,2,Male,No,Very conservative,Most of the time,4,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,3,3,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,54.4,44,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
1706,48113,TX,32,Texas,1981,2018,48113,1,4-year,4,Male,No,Very liberal,Most of the time,2,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,White,4,3,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,54.4,44,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
1708,48113,TX,32,Texas,1947,2020,48113,1,Post-grad,5,Female,No,Liberal,Most of the time,2,1,1,Dem,Democrat,Democrat,Strong Democrat,4,1,White,5,5,0,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,54.4,44,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
1709,48113,TX,32,Texas,1993,2020,48113,1,4-year,4,Female,No,Moderate,Some of the time,5,1,1,Dem,Democrat,Democrat,Strong Democrat,3,0,White,1,1,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,54.4,44,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
